"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         132,      -6.399432811,      -5.796277202,      -5.940032369,      -5.382831538,      -10.07557926
          0,           0,         133,      -6.403757824,      -5.800128452,      -5.944847949,      -5.387611862,       -10.0786413
          0,           0,         134,      -6.408254426,       -5.80395143,      -5.949809406,      -5.392516244,      -10.08161598
          0,           0,         135,      -6.412919692,       -5.80775178,      -5.954912942,      -5.397543226,      -10.08443849
          0,           0,         136,      -6.417749365,      -5.811534987,      -5.960153932,       -5.40269079,      -10.08671934
          0,           0,         137,      -6.422737391,      -5.815306103,      -5.965527078,      -5.407955722,       -10.0901144
          0,           0,         138,      -6.427876085,      -5.819070003,      -5.971026752,      -5.413333271,      -10.09341411
          0,           0,         139,      -6.433156556,      -5.822831179,      -5.976647202,      -5.418816784,      -10.09677048
          0,           0,         140,      -6.438568408,      -5.826593757,      -5.982382993,      -5.424397709,      -10.10050604
          0,           0,         141,      -6.444100668,      -5.830361544,      -5.988229228,      -5.430066301,      -10.10427731
          0,           0,         142,      -6.449742487,      -5.834138239,      -5.994181756,      -5.435812308,      -10.10808303
          0,           0,         143,       -6.45548358,      -5.837927343,      -6.000236943,      -5.441625668,      -10.11314884
          0,           0,         144,      -6.461314724,      -5.841732331,      -6.006391537,      -5.447497404,      -10.11740215
          0,           0,         145,      -6.467227909,       -5.84555677,      -6.012642342,      -5.453420223,      -10.12159642
          0,           0,         146,      -6.473217195,      -5.849404179,      -6.018985815,      -5.459388974,      -10.12587069
          0,           0,         147,      -6.479278081,      -5.853278121,         -6.025418,      -5.465400376,      -10.13032183
          0,           0,         148,      -6.485407396,      -5.857182248,        -6.0319345,      -5.471452878,      -10.13422048
          0,           0,         149,      -6.491603192,      -5.861120312,       -6.03853034,      -5.477546371,      -10.13908779
          0,           0,         150,       -6.49786429,      -5.865096411,      -6.045200192,       -5.48368173,      -10.14395523
          0,           0,         151,      -6.504190467,      -5.869115282,      -6.051938512,      -5.489860349,       -10.1481202
          0,           0,         152,      -6.510581338,      -5.873181176,      -6.058739549,      -5.496083387,      -10.15286936
          0,           0,         153,      -6.517036528,      -5.877297721,      -6.065597362,      -5.502351984,       -10.1592746
          0,           0,         154,       -6.52355564,      -5.881469541,      -6.072506412,      -5.508667042,      -10.16488329
          0,           0,         155,      -6.530137409,        -5.8857016,      -6.079461468,      -5.515028691,      -10.17022513
          0,           0,         156,      -6.536780041,      -5.889998155,      -6.086456952,      -5.521436278,      -10.17555089
          0,           0,         157,      -6.543480621,      -5.894362532,      -6.093486982,      -5.527887963,      -10.18106964
          0,           0,         158,      -6.550235119,      -5.898797822,      -6.100545964,      -5.534380855,      -10.18567508
          0,           0,         159,      -6.557038708,      -5.903306753,      -6.107628601,      -5.540911218,      -10.19028895
          0,           0,         160,       -6.56388585,      -5.907891374,      -6.114729768,      -5.547474689,      -10.19601454
          0,           0,         161,      -6.570770938,      -5.912553186,      -6.121844849,      -5.554066674,      -10.20172531
          0,           0,         162,      -6.577688396,      -5.917292959,      -6.128969875,      -5.560682474,      -10.20762855
          0,           0,         163,      -6.584632701,      -5.922110985,      -6.136101683,      -5.567317603,      -10.21363037
          0,           0,         164,      -6.591599221,      -5.927007196,      -6.143237963,      -5.573968513,       -10.2196545
          0,           0,         165,      -6.598584423,      -5.931981271,      -6.150377287,      -5.580632773,      -10.22567094
          0,           0,         166,      -6.605585846,      -5.937032679,      -6.157519107,      -5.587309084,      -10.23167714
          0,           0,         167,      -6.612601945,      -5.942160764,       -6.16466363,       -5.59399717,      -10.23768912
          0,           0,         168,      -6.619631899,      -5.947364829,      -6.171811613,      -5.600697553,      -10.24373363
          0,           0,         169,      -6.626675342,      -5.952644176,      -6.178964136,      -5.607411216,      -10.24983286
          0,           0,         170,      -6.633732136,      -5.957998141,      -6.186122376,      -5.614139309,      -10.25602187
          0,           0,         171,      -6.640802389,      -5.963426855,      -6.193287446,      -5.620883086,      -10.26228168
          0,           0,         172,      -6.647886286,      -5.968929383,      -6.200460418,      -5.627643751,      -10.26860837
          0,           0,         173,       -6.65498385,      -5.974504676,      -6.207642053,       -5.63442214,      -10.27498991
          0,           0,         174,      -6.662095235,      -5.980152016,      -6.214832615,      -5.641219034,      -10.28143135
          0,           0,         175,      -6.669221179,         -5.985871,       -6.22203186,      -5.648035645,      -10.28792524
          0,           0,         176,      -6.676362625,      -5.991660346,      -6.229240374,      -5.654873459,      -10.29446774
          0,           0,         177,      -6.683520511,        -5.9975188,      -6.236457941,      -5.661733749,      -10.30106324
          0,           0,         178,      -6.690696093,      -6.003445087,      -6.243684174,      -5.668618114,      -10.30770861
          0,           0,         179,      -6.697890599,      -6.009438059,      -6.250918638,      -5.675528085,      -10.31441859
          0,           0,         180,      -6.705104898,      -6.015496355,      -6.258160787,      -5.682464809,      -10.32119534
          0,           0,         181,      -6.712339022,      -6.021618483,      -6.265410021,      -5.689428514,      -10.32803854
          0,           0,         182,      -6.719592188,      -6.027802905,      -6.272665609,      -5.696418473,      -10.33492096
          0,           0,         183,      -6.726862777,      -6.034048023,      -6.279926703,      -5.703432964,      -10.34185846
          0,           0,         184,      -6.734148243,      -6.040351567,      -6.287192378,       -5.71046917,      -10.34884277
          0,           0,         185,       -6.74144644,       -6.04671259,      -6.294461651,      -5.717524561,      -10.35586753
          0,           0,         186,      -6.748754221,      -6.053129269,      -6.301733509,      -5.724595589,      -10.36292687
          0,           0,         187,        -6.7560686,      -6.059599491,      -6.309006935,      -5.731678859,      -10.37001834
          0,           0,         188,      -6.763387297,      -6.066121196,      -6.316281025,      -5.738771702,      -10.37714001
          0,           0,         189,      -6.770708691,      -6.072692212,       -6.32355501,      -5.745872174,      -10.38428983
          0,           0,         190,      -6.778031838,       -6.07931033,      -6.330828239,      -5.752979158,      -10.39146909
          0,           0,         191,      -6.785356391,      -6.085973384,      -6.338100239,      -5.760092238,      -10.39867848
          0,           0,         192,      -6.792682524,      -6.092679318,       -6.34537072,      -5.767211605,      -10.40591998
          0,           0,         193,      -6.800010746,      -6.099426208,      -6.352639598,      -5.774337838,      -10.41317472
          0,           0,         194,      -6.807341674,      -6.106212268,      -6.359906934,      -5.781471635,      -10.42047636
          0,           0,         195,      -6.814675897,      -6.113035845,      -6.367172885,      -5.788613637,      -10.42781486
          0,           0,         196,       -6.82201392,      -6.119895361,      -6.374437644,      -5.795764348,      -10.43498371
          0,           0,         197,      -6.829356121,      -6.126789307,      -6.381701361,      -5.802924084,      -10.44304806
          0,           0,         198,      -6.836702918,      -6.133717773,      -6.388964022,      -5.810093127,      -10.45085861
          0,           0,         199,      -6.844054635,      -6.140678444,       -6.39622576,       -5.81727161,      -10.45805565
          0,           0,         200,      -6.851411211,      -6.147670188,      -6.403486618,      -5.824459386,      -10.46518569
          0,           0,         201,      -6.858772484,      -6.154691677,      -6.410746402,      -5.831656068,      -10.47236612
          0,           0,         202,      -6.866138166,      -6.161741553,      -6.418004782,      -5.838861132,      -10.47958788
          0,           0,         203,      -6.873507876,      -6.168818467,      -6.425261368,      -5.846073992,      -10.48683046
          0,           0,         204,      -6.880881221,       -6.17592132,      -6.432515919,      -5.853294072,      -10.49410871
          0,           0,         205,      -6.888257802,      -6.183048863,      -6.439768065,      -5.860520756,      -10.50142561
          0,           0,         206,      -6.895637038,      -6.190199726,      -6.447017627,      -5.867753202,      -10.50872545
          0,           0,         207,      -6.903018304,      -6.197372574,      -6.454264507,      -5.874990555,      -10.51476517
          0,           0,         208,      -6.910401064,      -6.204565903,      -6.461508702,      -5.882232036,      -10.52162587
          0,           0,         209,       -6.91778499,      -6.211779007,      -6.468750435,      -5.889477154,      -10.52906076
          0,           0,         210,      -6.925169951,      -6.219010457,      -6.475989886,      -5.896725483,      -10.53648729
          0,           0,         211,      -6.932555792,      -6.226258758,      -6.483227269,      -5.903976635,      -10.54400346
          0,           0,         212,      -6.939942364,      -6.233522553,      -6.490462915,      -5.911230335,      -10.55155874
          0,           0,         213,      -6.947329667,      -6.240800681,      -6.497697203,      -5.918486458,        -10.559096
          0,           0,         214,      -6.954717822,      -6.248092131,      -6.504930521,      -5.925744971,      -10.56658915
          0,           0,         215,      -6.962106944,      -6.255395981,      -6.512163225,      -5.933005822,      -10.57403639
          0,           0,         216,       -6.96949713,      -6.262711359,      -6.519395643,      -5.940268941,      -10.58145071
          0,           0,         217,      -6.976888386,      -6.270037446,      -6.526628011,      -5.947534165,      -10.58885338
          0,           0,         218,      -6.984280679,      -6.277373467,      -6.533860446,      -5.954801292,        -10.596223
          0,           0,         219,      -6.991673969,      -6.284718608,      -6.541092943,      -5.962070116,      -10.60312113
          0,           0,         220,      -6.999068197,      -6.292071918,      -6.548325346,      -5.969340423,      -10.61194318
          0,           0,         221,      -7.006463269,      -6.299433486,      -6.555557492,      -5.976611939,      -10.61957919
          0,           0,         222,      -7.013859051,      -6.306802903,      -6.562789181,      -5.983884462,      -10.62663023
          0,           0,         223,      -7.021255651,      -6.314179419,      -6.570020045,      -5.991157941,      -10.63367861
          0,           0,         224,      -7.028653122,      -6.321562444,        -6.5772497,      -5.998432233,      -10.64082801
          0,           0,         225,      -7.036051372,      -6.328951422,      -6.584477757,      -6.005707116,      -10.64802001
          0,           0,         226,      -7.043450215,      -6.336346085,      -6.591703908,      -6.012982308,      -10.65527463
          0,           0,         227,      -7.050849529,      -6.343747001,      -6.598927995,       -6.02025753,      -10.66263011
          0,           0,         228,      -7.058249196,      -6.351151947,      -6.606149461,      -6.027532619,      -10.67008648
          0,           0,         229,       -7.06564922,      -6.358560501,      -6.613368193,      -6.034807594,      -10.67752697
          0,           0,         230,      -7.073049592,      -6.365972254,      -6.620584259,      -6.042082415,      -10.68281528
          0,           0,         231,      -7.080450396,      -6.373387431,       -6.62779791,      -6.049357114,      -10.68996573
          0,           0,         232,      -7.087851898,      -6.380805054,      -6.635009447,      -6.056631988,      -10.69789486
          0,           0,         233,      -7.095254543,      -6.388224442,      -6.642219182,      -6.063907396,      -10.70571042
          0,           0,         234,      -7.102658535,      -6.395645431,      -6.649427586,      -6.071183525,      -10.71358912
          0,           0,         235,      -7.110063909,      -6.403067747,      -6.656635233,       -6.07846047,       -10.7215818
