"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         213,      -10.22457217,      -10.31584324,      -10.58810494,      -9.489412267
          0,           0,         214,      -10.25384345,      -10.34398227,       -10.6190241,      -9.519724265
          0,           0,         215,      -10.28134663,      -10.36785843,      -10.64266865,      -9.542962351
          0,           0,         216,      -10.30683272,      -10.38969305,      -10.66372751,      -9.564058876
          0,           0,         217,       -10.3419607,      -10.42420357,      -10.70326957,      -9.606296502
          0,           0,         218,       -10.3726238,      -10.45312121,      -10.73429006,      -9.638131311
          0,           0,         219,       -10.4011522,      -10.47828198,      -10.75894119,      -9.662482858
          0,           0,         220,      -10.42877482,      -10.50266007,      -10.78376268,      -9.685610415
          0,           0,         221,      -10.46540158,      -10.53758471,      -10.82366047,      -9.729304775
          0,           0,         222,      -10.49770324,      -10.56759064,      -10.85584843,      -9.762734277
          0,           0,         223,      -10.52902947,      -10.59534573,      -10.88478214,      -9.789820526
          0,           0,         224,      -10.55929038,       -10.6216852,      -10.91157233,      -9.815807978
          0,           0,         225,      -10.59741962,      -10.65718344,      -10.95037523,      -9.860668958
          0,           0,         226,      -10.63220435,      -10.68984689,      -10.98594194,      -9.896483311
          0,           0,         227,      -10.66563581,      -10.71931453,      -11.01675246,      -9.926022436
          0,           0,         228,      -10.69779651,      -10.74747189,      -11.04574573,      -9.953990617
          0,           0,         229,      -10.73787409,      -10.78477041,      -11.08650605,      -10.00038715
          0,           0,         230,      -10.77465439,       -10.8185899,      -11.12267118,      -10.03831743
          0,           0,         231,      -10.80978115,      -10.84976578,      -11.15532741,      -10.06970801
          0,           0,         232,      -10.84456847,      -10.88066416,       -11.1883044,      -10.10024838
          0,           0,         233,      -10.88647936,      -10.91858489,      -11.22923312,      -10.14833019
          0,           0,         234,      -10.92546232,       -10.9538565,      -11.26718101,      -10.18841189
          0,           0,         235,       -10.9638596,       -10.9877687,      -11.30429853,      -10.22306115
          0,           0,         236,      -11.00223929,      -11.02091384,      -11.34067346,      -10.25741463
          0,           0,         237,      -11.04682959,       -11.0598302,      -11.38171551,      -10.30768168
          0,           0,         238,      -11.08976743,      -11.09794085,      -11.42354267,      -10.35152017
          0,           0,         239,       -11.1321752,      -11.13421337,      -11.46390114,      -10.39051646
          0,           0,         240,      -11.17472656,      -11.17017653,      -11.50400531,      -10.42913827
          0,           0,         241,      -11.22273122,      -11.21124166,      -11.54675714,      -10.48216324
          0,           0,         242,      -11.26966038,      -11.25139999,      -11.59076956,      -10.53004162
          0,           0,         243,      -11.31615846,      -11.29038834,      -11.63535412,       -10.5734051
          0,           0,         244,      -11.36349807,       -11.3295968,      -11.68051239,      -10.61692547
          0,           0,         245,      -11.41299377,      -11.37057299,      -11.72701471,      -10.66404957
          0,           0,         246,      -11.46493094,      -11.41283947,       -11.7755528,      -10.71381406
          0,           0,         247,      -11.52166811,      -11.45819308,      -11.82377963,      -10.77357557
          0,           0,         248,      -11.58081131,      -11.50352999,      -11.87553401,      -10.83275515
          0,           0,         249,      -11.64323816,      -11.54961034,      -11.93042797,       -10.8927918
          0,           0,         250,      -11.71023571,      -11.59737955,      -11.98702946,      -10.95679284
          0,           0,         251,      -11.78201239,      -11.64729458,      -12.04544567,       -11.0257541
          0,           0,         252,      -11.85815839,      -11.69963735,      -12.10571995,      -11.09937973
          0,           0,         253,       -11.9365388,       -11.7538977,       -12.1641977,      -11.17667651
          0,           0,         254,      -12.01748644,      -11.80923385,      -12.22566931,      -11.25613918
