"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         196,      -11.44735636,      -10.79135569,      -11.49543475,      -10.66168445
          0,           0,         197,      -11.47763568,      -10.82085221,      -11.52220028,      -10.69248486
          0,           0,         198,      -11.50872884,      -10.85017587,      -11.54920356,      -10.71873967
          0,           0,         199,       -11.5383515,      -10.87786412,      -11.56492135,      -10.74409686
          0,           0,         200,      -11.56809209,      -10.90741362,       -11.5876197,      -10.77340403
          0,           0,         201,      -11.59892638,      -10.93687409,      -11.61366614,      -10.79955142
          0,           0,         202,      -11.62876143,      -10.96478595,      -11.63114665,      -10.82583316
          0,           0,         203,      -11.65839248,      -10.99452305,      -11.65260759,      -10.85470938
          0,           0,         204,      -11.68925082,       -11.0242401,      -11.67886086,      -10.88089427
          0,           0,         205,      -11.71856752,      -11.05228974,       -11.6937417,       -10.9058294
          0,           0,         206,      -11.74864151,      -11.08227524,      -11.71718817,      -10.93593234
          0,           0,         207,      -11.77978327,      -11.11229792,      -11.74523063,      -10.96286562
          0,           0,         208,      -11.80882858,      -11.14058289,      -11.75919854,      -10.98699358
          0,           0,         209,      -11.83788128,      -11.17056258,      -11.77795375,      -11.01462198
          0,           0,         210,      -11.86884091,      -11.20073393,       -11.8054606,      -11.04163073
          0,           0,         211,      -11.89877585,      -11.22934033,      -11.82412976,      -11.06826533
          0,           0,         212,      -11.92776452,      -11.25953452,       -11.8432252,      -11.09571837
          0,           0,         213,      -11.95880275,      -11.28998709,      -11.87152284,      -11.12287858
          0,           0,         214,      -11.98956613,      -11.32050111,      -11.89405999,      -11.15113571
          0,           0,         215,       -12.0199339,      -11.35071972,      -11.91630068,      -11.17909831
